RECORD:              koi     : amaro|di             : 'on (top of)/along the ridge' : (di is a fossilised suffix that only occurs in this word; probably a dialect borrowing)
RECORD:              mtn     :                      :                     
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : amar-e               : 'flat land'         
RECORD:              bar(s)  :                      :                     
RECORD:              man     : amar-a               : 'plateau, land (flat)'

COMMENT:


----------------------------------------------------------------------------
PROTOFORM:           10. *amu
PROTOFORM GLOSS:     breast
PROTOFORM COMMENT:   Lane: 5. *amu 'breast'

RECORD:              kta     : amu                  : 'breast (of woman), milk'
RECORD:              koi     : amu                  : 'breast (of woman), milk'
RECORD:              mtn     : amu                  : 'breast (of woman)' 
RECORD:              omi     : am-e                 : 'breast' : (form unexpected; amu-e expected)
RECORD:              bar(n)  : mo|su                : 'breast' : (absence of initial a unexplained; medial o unexpected, \\ u expected; final -su unexplained)
RECORD:              bar(s)  : mu|i                 : 'breast' : (absence of initial a unexplained)
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           11. *arí[ra]-
PROTOFORM GLOSS:     to enter
PROTOFORM COMMENT:   

RECORD:              kta     : ari|ra-ɣa-           : 'fall into a hole'  
RECORD:              koi     : ari|ra-va-           : 'enter a hole'      
RECORD:              mtn     :                      :                     
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : aru                  : 'go in'             
RECORD:              bar(s)  : aru|ye, aru|ʔairo    : 'enter'             
RECORD:              man     : aru|v-o              : 'enter, go inside'  

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           12. *baba
PROTOFORM GLOSS:     father (address)
PROTOFORM COMMENT:   cf. *mama 'father (reference)'

RECORD:              kta     : baba                 : 'father (address), dad'
RECORD:              koi     : baba                 : 'father (address), dad'
RECORD:              mtn     :                      :                     
RECORD:              omi     : apo, aho             : 'father (address)' : (p/h unexpected; b expected)
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  : baba                 : 'father, uncle (father's brother)'
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           13. *bae
PROTOFORM GLOSS:     ripe
PROTOFORM COMMENT:   Lane: 8. *bae 'ripe'

RECORD:              kta     : bae|ka               : 'ripe'              
RECORD:              koi     : bae|ka               : 'ripe'              
RECORD:              mtn     : bae|a                : 'to be ripe, ready to pick'
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : bae|je               : 'ripe'              
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           14. *bai
PROTOFORM GLOSS:     fruit
PROTOFORM COMMENT:   Lane: 7. *bai 'fruit'

RECORD:              kta     :                      :                     
RECORD:              koi     :                      :                     
RECORD:              mtn     : bai-fe               : 'fruit'             
RECORD:              omi     : baj-e                : 'fruit'             
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           15. *be
PROTOFORM GLOSS:     a (certain one), some, another
PROTOFORM COMMENT:   Lane: 9. *be 'a, one'

RECORD:              kta     : be                   : 'a (certain one), one, some'
RECORD:              koi     : be                   : 'a (certain one), one, some, another'
RECORD:              mtn     : be                   : 'a, one, some'      
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : be                   : 'another, different'
RECORD:              bar(s)  : be|hi, be|si         : 'a, one, other'     
RECORD:              man     : pe|na                : 'a, one, another'   
RECORD:              man     : pi|ni                : 'a, one, another'   
RECORD:              man     : pi|na                : 'a, one, another'   

----------------------------------------------------------------------------
PROTOFORM:           16. *bé
PROTOFORM GLOSS:     not, negative
PROTOFORM COMMENT:   Lane: 10. *be 'negative'

RECORD:              kta     : be|ta                : 'not, no'           
RECORD:              koi     : be|be                : 'not, no'           
RECORD:              koi     : i|be                 : 'or not'            
RECORD:              mtn     : be                   : 'strong negative'   
RECORD:              omi     : bô|gô                : 'not' : (author's fieldnotes)
RECORD:              bar(n)  : ba                   : 'not'               
RECORD:              bar(s)  : ba                   : 'not'               
RECORD:              man     : pa, pana             : 'not'               



----------------------------------------------------------------------------
PROTOFORM:           17. *bi
PROTOFORM GLOSS:     spear (N)
PROTOFORM COMMENT:   Lane: 11. *bi(di)- 'spear, to spear'

RECORD:              kta     :                      :                     
RECORD:              koi     : bi                   : 'spear (n)'         
RECORD:              mtn     : bi                   : 'spear (n)'         
RECORD:              omi     : bi|j-e               : 'spear (n)'         
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

----------------------------------------------------------------------------
PROTOFORM:           18. *bia
PROTOFORM GLOSS:     person
PROTOFORM COMMENT:   

RECORD:              kta     : bia                  : 'controller, owner, boss'
RECORD:              koi     : bia                  : 'one (prn), people (of), group (of people) from, folk'
RECORD:              mtn     :                      :                     
RECORD:              omi     :                      :                     
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  : bia                  : 'man, person'       
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           19. *bidi-
PROTOFORM GLOSS:     to spear
PROTOFORM COMMENT:   Lane: *bi(di)- 'spear, to spear'

RECORD:              kta     : bi-                  : 'spear (v), kill (by spearing)'
RECORD:              koi     : bi-                  : 'spear (v), kill (by spearing), stab'
RECORD:              mtn     : bi-                  : 'spear (v), stab, pierce'
RECORD:              omi     : biji|oh-e            : 'spear (v)' : (*d > j/_*i) ?
RECORD:              bar(n)  : bij-a                : 'spear (v)' : (*d > j/_*i) ?
RECORD:              bar(s)  : bij-a                : 'kill (pig by spearing)' : (*d > j/_*i) ?
RECORD:              man     : pij|ah-o             : 'spear (v)' : (*d > j/_*i) ?

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           20. *boto
PROTOFORM GLOSS:     bush
PROTOFORM COMMENT:   Lane: 13. *boto 'bush, forest'

RECORD:              kta     :                      :                     
RECORD:              koi     :                      :                     
RECORD:              mtn     : boto                 : 'bush' : (author's fieldnotes)
RECORD:              omi     :                      :                     
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  : boto                 : 'bush'              
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           21. *buru
PROTOFORM GLOSS:     garden
PROTOFORM COMMENT:   Lane: 12. ? *b(o,u)ru 'garden, fence'

RECORD:              kta     : buru (ɣeɣe)          : '(yam) garden'      
RECORD:              koi     : buru                 : 'garden'            
RECORD:              mtn     : bulu                 : 'garden'            
RECORD:              omi     : buor-e               : 'fence'             
RECORD:              omi     : boru                 : 'fence' : (Dutton 1969: item 83)
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             omi buor-e and boru 'fence' are taken to be cognate with the KC items, assuming metathesis in the former of u and r as well as a semantic shift from 'garden' to 'fence' in accord with evidence given in Dutton (1973) of the large scale borrowing of, and semantic changes in, words for 'garden' and 'fence' (and other agricultural items) across Papua.

----------------------------------------------------------------------------
PROTOFORM:           22. *de
PROTOFORM GLOSS:     stomach, intestines, faeces
PROTOFORM COMMENT:   Lane: 14. ? *de- 'trunk, belly, back, buttocks'

RECORD:              kta     : de                   : 'faeces'            
RECORD:              koi     : de                   : 'faeces'            
RECORD:              mtn     : de                   : 'faeces'            
RECORD:              omi     : dë                   : 'stomach, excrement, womb, insides'
RECORD:              bar(n)  : de                   : 'faeces, intestines'
RECORD:              bar(s)  : de                   : 'belly'             
RECORD:              man     : te-a                 : 'faeces'            

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           23. *deɣa
PROTOFORM GLOSS:     anus, buttocks
PROTOFORM COMMENT:   Lane: 15. ? *deɣa 'anus, excrement'

RECORD:              kta     : deɣa                 : 'anus, buttocks'    
RECORD:              koi     : deva                 : 'buttocks'          
RECORD:              mtn     :                      :                     
RECORD:              omi     : dëvaʔ-e              : 'internal organs, stomach, liver'
RECORD:              omi     : degag-e              : 'anus'              
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             It is not clear which of the two omi items is the 'true' reflex of PKN *deɣa as both v and g occur as reflexes of PKN *ɣ.

----------------------------------------------------------------------------
PROTOFORM:           24. *dibu-
PROTOFORM GLOSS:     to run
PROTOFORM COMMENT:   Lane: 63. ?ru(a) 'come, go, run'

RECORD:              kta     :                      :                     
RECORD:              koi     :                      :                     
RECORD:              mtn     : dibu-                : 'run'               
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : difu|ri              : 'run' : (f unexplained; b expected)
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           25. *didi
PROTOFORM GLOSS:     star
PROTOFORM COMMENT:   Lane: 16.*didi 'star'

RECORD:              kta     :                      :                     
RECORD:              koi     :                      :                     
RECORD:              mtn     : didi                 : 'star'              
RECORD:              omi     : jij-e                : 'star' : (*d > j/_*i)
RECORD:              bar(s)  : amu|didi             : 'star'              
RECORD:              man     : chi|n-a              : 'star' : (*ch > j/_*i)

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           26. *eago-
PROTOFORM GLOSS:     wash (sg obj)
PROTOFORM COMMENT:   cf. PKN *so- 'wash (stg)'

RECORD:              kta     : eago-                : 'wash.sg.obj'       
RECORD:              koi     : iago-                : 'wash.sg.obj'       
RECORD:              mtn     :                      :                     
RECORD:              omi     : ego-e                : 'wash (oneself)' : (assumed semantic shift from 'wash.sg.obj')
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             The initial vowels in the kta and koi forms reflects the difference between the word for 'water' in these two languages, viz. kta ei and koi ita respectively.

----------------------------------------------------------------------------
PROTOFORM:           27. *eagu-
PROTOFORM GLOSS:     wash oneself, bathe
PROTOFORM COMMENT:   Lane: 17. *e(a)gu- 'wash (tr.)'

RECORD:              kta     : eagu-                : 'bathe'             
RECORD:              koi     : iagu-                : 'wash (oneself), bathe'
RECORD:              mtn     :                      :                     
RECORD:              omi     : egu|o-               : 'wash (sg obj)' : (assumes semantic shift from 'wash (o.s.),
RECORD:              omi     : bathe')              :                     
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             The initial vowels in the kta and koi forms reflect the difference between the word for 'water' in these two languages, viz. kta ei and koi ita respectively.

----------------------------------------------------------------------------
PROTOFORM:           28. *ege
PROTOFORM GLOSS:     long
PROTOFORM COMMENT:   Lane: 18. *ege 'long, tall'

RECORD:              kta     : ege                  : 'long'              
RECORD:              koi     : ege                  : 'long'              
RECORD:              mtn     : ege|tana             : 'long'              
RECORD:              mtn     : ege|a                : 'to be long'        
RECORD:              omi     : ëge                  : 'long'              
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           29. *(e,i)se
PROTOFORM GLOSS:     small
PROTOFORM COMMENT:   Lane: 19. *(e,i)se 'small'

RECORD:              kta     :                      :                     
RECORD:              koi     :                      :                     
RECORD:              mtn     : ese-ve               : 'small'             
RECORD:              mtn     : ese                  : 'child'             
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : ise|kub-e            : 'small'             
RECORD:              bar(n)  : ise|sina             : 'small ones'        
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             The correspondences of initial vowels in this item are irregular. There is not sufficient evidence to determine whether these vowels reflect PKN *e or *i.

----------------------------------------------------------------------------
PROTOFORM:           30. *(e,i)so-
PROTOFORM GLOSS:     swim
PROTOFORM COMMENT:   cf. PKN *so- 'wash (stg)'

RECORD:              kta     :                      :                     
RECORD:              koi     : etova-               : 'swim'              
RECORD:              mtn     : etova-               : 'swim'              
RECORD:              omi     :                      :                     
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  : ido su-              : 'swim'              
RECORD:              man     : isuav-o              : 'swim'              

COMMENT:             The correspondences of initial vowels in this item are irregular. There is not sufficient evidence to determine whether these vowels reflect PKN *e or *i.

----------------------------------------------------------------------------
PROTOFORM:           31. *faɣa
PROTOFORM GLOSS:     betelnut
PROTOFORM COMMENT:   Lane: 21.*faɣa 'betelnut'

RECORD:              kta     : haɣa                 : 'betelnut'          
RECORD:              koi     : hava                 : 'betelnut'          
RECORD:              mtn     : vava-e               : 'betelnut' :(unexplained medial v; expected form vaha-e)
RECORD:              omi     : ha-e                 : 'betelnut'          
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           32. *fana
PROTOFORM GLOSS:     leaf
PROTOFORM COMMENT:   Lane: 22. *fana 'leaf, appendage'

RECORD:              kta     : hana-ka              : 'leaf, hair (of head)'
RECORD:              koi     : hana-ka              : 'leaf'              
RECORD:              mtn     : vana                 : 'leaf'              
RECORD:              omi     : han-e                : 'leaf'              
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             The expected omi form is hana-e, not han-e, according to the rules of terminator vowel assimilation given by Austing & Upia (1975: 519). hana-e is therefore used for comparative purposes in this item.

----------------------------------------------------------------------------
PROTOFORM:           33. *-fe
PROTOFORM GLOSS:     (immediate) imperative plural verb suffix
PROTOFORM COMMENT:   Lane: 23.*-fe (immediate) imperative plural suffix to verb'

RECORD:              kta     : -ya|he               : imperative plural suffix
RECORD:              koi     : -ya|he               : imperative plural suffix
RECORD:              mtn     : -ve, -fe             : imperative plural suffix
RECORD:              omi     : -he                  : imperative plural suffix
RECORD:              bar(n)  : -fo                  : imperative plural suffix
RECORD:              bar(s)  : -he, -ye             : imperative plural suffix
RECORD:              man     :                      :                     

COMMENT:


----------------------------------------------------------------------------
PROTOFORM:           34. *-fe
PROTOFORM GLOSS:     Locative noun suffix (at, to, from)
PROTOFORM COMMENT:   Lane: 24. *-fe Locative noun suffix

RECORD:              kta     : -he                  : 'at, to, from'      
RECORD:              koi     : -he                  : 'at, to, from'      
RECORD:              mtn     : -ve, -fe             : 'at, to'            
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : -he                  : 'at, from'          
RECORD:              bar(s)  : -he, -'e             : 'to, in, from'      
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           35. *fómo
PROTOFORM GLOSS:     hair
PROTOFORM COMMENT:   

RECORD:              kta     : homo-ka              : 'hair'              
RECORD:              koi     : homo-ka              : 'hair'              
RECORD:              mtn     : vomo                 : 'hair, fur, feather'
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : u                    : 'fur'               
RECORD:              bar(s)  :                      :                     
RECORD:              man     : humat-a              : 'hair,head'         

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           36. *fósi-
PROTOFORM GLOSS:     pour out
PROTOFORM COMMENT:   

RECORD:              kta     :                      :                     
RECORD:              koi     :                      :                     
RECORD:              mtn     : (e) hosi|va          : 'pour out (water)'  
RECORD:              omi     : 'ote|hë'oj-e         : 'pour out'          
RECORD:              bar(n)  : usi-a                : 'pour out'          
RECORD:              bar(s)  :                      :                     
RECORD:              man     : use-o                : 'pour out'          

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           37. *f(u)ae-v-
PROTOFORM GLOSS:     to buy, sell, barter
PROTOFORM COMMENT:   Lane: 25.*f(u)ae-v- 'buy, sell, barter'

RECORD:              kta     : hae-va-              : 'buy, sell, barter' 
RECORD:              koi     :                      :                     
RECORD:              mtn     :                      :                     
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : fuae|v-e             : 'buy'               
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             \noindentctabular[l]{rl@{5mm}l>{\itshape}lll} 37. & 4{l}{*f(u)ae-v- 'buy, sell, barter' (Lane: 25.*f(u)ae-v- 'buy, sell, barter')}\\


----------------------------------------------------------------------------
PROTOFORM:           38. *gabi
PROTOFORM GLOSS:     afterwards, later
PROTOFORM COMMENT:   Lane: 27. *gabi- 'afterwards, later

RECORD:              kta     :                      :                     
RECORD:              koi     : gabi|dahe            : 'afterwards, later' 
RECORD:              mtn     : gabi|e               : 'afterwards, later' 
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : gabi|ne              : 'afterwards'        
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           39. *-gé
PROTOFORM GLOSS:     medial verb suffix DS
PROTOFORM COMMENT:   Lane: 26. *-g(a,e) connective particle or medial verb suffix DS

RECORD:              kta     : -ge                  : medial verb suffix DS seq, 'and'
RECORD:              koi     : -ge                  : medial verb suffix DS, 'and, when'
RECORD:              mtn     : -ge                  : medial verb suffix DS, 'when'
RECORD:              omi     : -go                  : medial verb suffix DS
RECORD:              bar(n)  : -ga, -gana, -ke      : medial verb suffix DS
RECORD:              bar(s)  : -ho|ga               : medial verb suffix DS, 'when'
RECORD:              man     : -ʔe                  : medial verb suffix DS, 'when' : (-ke expected)

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           40. *giri
PROTOFORM GLOSS:     dry
PROTOFORM COMMENT:   

RECORD:              kta     :                      :                     
RECORD:              koi     :                      :                     
RECORD:              mtn     : gili|a               : 'dry out'           
RECORD:              omi     : giri|he              : 'dry (clothes)' : (author's fieldnotes)
RECORD:              bar(n)  : iria|eki             : 'dry (not wet)'     
RECORD:              bar(n)  : iria|r-e             : 'dry (stg), dry (adj)'
RECORD:              bar(s)  :                      :                     
RECORD:              man     : kira|nana            : 'dry (clothes)' : (author's fieldnotes)

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           41. *gobeu
PROTOFORM GLOSS:     sweet potato
PROTOFORM COMMENT:   Lane: no entry. Noted as a possible borrowing.

RECORD:              kta     :                      :                     
RECORD:              koi     :                      :                     
RECORD:              mtn     : gobeu                : 'sweet potato'
RECORD:              omi     : göbi-e:              : 'sweet potato'      
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  : gobeʔu               : 'sweet potato' : (glottal stop unexpected; no consonant expected)
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           42. *ɣa-ma-
PROTOFORM GLOSS:     hit
PROTOFORM COMMENT:   

RECORD:              kta     : ɣa-ma-               : 'hit'               
RECORD:              koi     : va-ma-               : 'hit'               
RECORD:              mtn     : ha-ma-               : 'hit'               
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : am-e                 : 'hit, kill'         
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           44. *ɣaraha-
PROTOFORM GLOSS:     fight
PROTOFORM COMMENT:   

RECORD:              kta     : ɣaraha-              : 'fight'             
RECORD:              koi     : varaha-              : 'fight'             
RECORD:              mtn     :                      :                     
RECORD:              omi     :                      :                     
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  : ara-                 : 'fight'             
RECORD:              man     : ʔarah-o              : 'fight'             

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           45. *ɣare-
PROTOFORM GLOSS:     stop, leave off
PROTOFORM COMMENT:   Lane: 30. *ɣare-(me)- 'stop, leave off, cease'

RECORD:              kta     : ɣare-me-             : 'stop, leave off (sg obj)'
RECORD:              koi     : vare-me-             : 'leave (depart), leave off, stop (doing stg)'
RECORD:              mtn     : hale-ma-             : 'leave (stg)'       
RECORD:              mtn     : hale-                : 'leave, depart from, stop, quit'
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : ar-e                 : 'stop'              
RECORD:              bar(s)  :                      :                     
RECORD:              man     : are|nav-o, are|v-o   : 'stop, discontinue' 

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           46. *-ɣareme
PROTOFORM GLOSS:     having finished that, and then (Medial Sequential Suffix)
PROTOFORM COMMENT:   Lane: 32. *-ɣareme sequential conjunction, 'having finished that; and then'

RECORD:              kta     : -yareme              : 'completive action ss (sg), 'having V-ed then…'
RECORD:              koi     : -yareime             : 'completive action ss (sg), 'having V-ed then…'
RECORD:              mtn     :                      :                     
RECORD:              omi     :                      :                     
RECORD:              bar(n)  : -areme               : 'and then'          
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             This suffix derives from PKN *ɣare-me- 'stop, leave off-or'. In my 1975 description of Koita I gave roya-ɣare-me 'say-leave.off-ss' as an example of this suffix. This was misanalysed. In ɣare-me-, -meis clearly the original singular or, not ss. The ss form of ɣare-me- is either ɣare-mi-me or ɣarei-me when medial m is 'dropped', as is common (e.g. in koi -yareime). The initial y in kta and koi results from morphophonemic changes.

----------------------------------------------------------------------------
PROTOFORM:           47. *ɣóɣo
PROTOFORM GLOSS:     sibling, same sex, younger
PROTOFORM COMMENT:   Lane: 35. ɣoɣo 'younger same sex sibling'

RECORD:              kta     : ɣoɣo                 : 'sibling, same sex, younger'
RECORD:              koi     : vovo                 : 'sibling, same sex, younger'
RECORD:              mtn     : hoho                 : 'sibling, same sex, younger'
RECORD:              omi     : ʔô-e                 : 'sibling, same sex, younger' : (author's fieldnotes)
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  : ʔuvo                 : 'sibling, same sex, younger'
RECORD:              man     : ʔuʔu-a               : 'brother'           

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           48. *ɣudi
PROTOFORM GLOSS:     lime
PROTOFORM COMMENT:   

RECORD:              kta     : ɣudi                 : 'lime'              
RECORD:              koi     : udi                  : 'lime'              
RECORD:              mtn     :                      :                     
RECORD:              omi     : ud-e                 : 'lime'              
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     :                      :                     

COMMENT:             

----------------------------------------------------------------------------
PROTOFORM:           49. *ɣuɣu-
PROTOFORM GLOSS:     think
PROTOFORM COMMENT:   Lane: 36. ?*ɣuɣu 'think'

RECORD:              kta     :                      :                     
RECORD:              koi     : vuvu-                : 'think'             
RECORD:              mtn     : huhu-a               : 'think, remember'   
RECORD:              omi     :                      :                     
RECORD:              bar(n)  :                      :                     
RECORD:              bar(s)  :                      :                     
RECORD:              man     : vui                  : 'think'             

COMMENT:             omi ʔuv- 'think, say, sing (bird), thunder' is not regarded as cognate with these forms but rather with reflexes of PBC *kume 'call out'.

----------------------------------------------------------------------------
PROTOFORM:           50. *i-
PROTOFORM GLOSS:     to eat, drink
PROTOFORM COMMENT:   Lane: 37. *i- 'eat, drink'

RECORD:              kta     : i-                   : 'eat, drink, smoke (tobacco)'
